sensitivity,specificity,auc_roc,auprc,f1,tp,fn,tn,fp,seed,mode,threshold,best_epoch,best_val_auc,inference_ms_image,elapsed_seconds,cache_build_seconds,trainable_parameters,device,prevalence,bootstrap_95,run_dir
0.9909774436090225,0.8523206751054853,0.9964785381174455,0.998833642411475,0.9698307579102281,659,6,202,35,44,finetune_partial,0.05274137854576111,24,0.9946944294959363,10.98605829997723,734.8856746669999,31.648690292000538,2161153,mps,0.7372505543237251,"{'sensitivity': [0.9835318028509609, 0.9971836887245259], 'specificity': [0.8093171988184824, 0.9004333901392725], 'auc_roc': [0.9936655813128447, 0.9986945162463703], 'auprc': [0.9978624323507317, 0.9995557647268459], 'f1': [0.9596178929880685, 0.9793477635739657]}",kermany/finetune_partial/seed44
0.9939849624060151,0.890295358649789,0.9951524380571682,0.9983347193181468,0.977810650887574,661,4,211,26,43,finetune_partial,0.03291696310043335,20,0.993066191994039,12.415239600022687,750.3692813329999,30.810542582999915,2161153,mps,0.7372505543237251,"{'sensitivity': [0.9871031635101452, 0.9985796460533093], 'specificity': [0.8495528936942274, 0.9259537434430138], 'auc_roc': [0.9916669285958544, 0.9979302087518857], 'auprc': [0.9970120304354027, 0.99929608659321], 'f1': [0.9685807096451774, 0.9854872149274361]}",kermany/finetune_partial/seed43
0.9924812030075187,0.8649789029535865,0.9963008787792266,0.9987591207292581,0.9727339719970524,660,5,205,32,42,finetune_partial,0.0681493803858757,21,0.9946668322501414,12.15421665001486,807.9154088750001,31.436048957999446,2161153,mps,0.7372505543237251,"{'sensitivity': [0.9853096850549017, 0.9984520123839009], 'specificity': [0.8167207239418395, 0.9053497942386831], 'auc_roc': [0.9934117682902516, 0.998489014424821], 'auprc': [0.9977459208467565, 0.9994707464216437], 'f1': [0.9625565299936631, 0.9815249826797421]}",kermany/finetune_partial/seed42
0.9578947368421052,0.7974683544303798,0.9782557659972717,0.9926211743008444,0.9437037037037037,637,28,189,48,44,frozen,0.1299475133419037,26,0.9778946061183095,14.662510400012252,947.6465397920001,36.97313424999993,1025,mps,0.7372505543237251,"{'sensitivity': [0.9421718049947082, 0.9726884684070897], 'specificity': [0.7468887879038256, 0.848412323104946], 'auc_roc': [0.9698045542075393, 0.9853205003430351], 'auprc': [0.9889658298606745, 0.99529862546103], 'f1': [0.9282851144442867, 0.9573951759885873]}",kermany/frozen/seed44
0.9548872180451128,0.7974683544303798,0.9780463817772279,0.9925415166084823,0.9421364985163204,635,30,189,48,43,frozen,0.19768784940242767,20,0.9787708186722965,14.333864549962527,702.173589125,31.23585358299988,1025,mps,0.7372505543237251,"{'sensitivity': [0.9373149809374299, 0.9689191097877539], 'specificity': [0.7477322149735943, 0.847464602078538], 'auc_roc': [0.9687661878117494, 0.9850516789018244], 'auprc': [0.9888242607960647, 0.995351732717979], 'f1': [0.9265706834945928, 0.9553993116057917]}",kermany/frozen/seed43
0.9654135338345865,0.7805907172995781,0.9762444084895784,0.9920073537245697,0.9448123620309051,642,23,185,52,42,frozen,0.17647095024585724,15,0.9767838169750659,12.08753749999687,461.8289817919999,26.47147958300002,1025,mps,0.7372505543237251,"{'sensitivity': [0.9510673121588666, 0.979011038835421], 'specificity': [0.7253218884120172, 0.8326700680272109], 'auc_roc': [0.9674738683925648, 0.9838369249313474], 'auprc': [0.9884119632542196, 0.9947703917007964], 'f1': [0.9305448813463619, 0.957516745046165]}",kermany/frozen/seed42
