epoch,train_loss,train_auc,val_auc,lr_head,gradient_norm,epoch_seconds
1,0.3393109020440031,0.7529149307290155,0.939865601412979,0.0001,1.7182733346979906,23.36032341600003
2,0.282118361979607,0.912774775707426,0.9639786949262465,0.0001,1.6149665360784715,22.748375207999743
3,0.2462891739746012,0.9389957603196253,0.9702225717873356,0.0001,1.5119907879180017,21.67835770800002
4,0.2233069570959774,0.9456190571345684,0.9730167929240663,0.0001,1.5286370910095333,22.86447391699994
5,0.2038231188801012,0.9540075331969862,0.9750934856701301,0.0001,1.3123714267511777,23.55599058300004
6,0.1938799234679701,0.9526003252588408,0.9756523298974762,0.0001,1.3418818850229686,21.52314354200007
7,0.18603109234965728,0.9538408109562393,0.975659229208925,0.0001,1.3545729112068503,21.680248374999792
8,0.1755749336824343,0.9587663396824213,0.9766044348773992,0.0001,1.2934816509833131,21.56078424999987
9,0.16695212836627366,0.9614462341839579,0.9767838169750659,0.0001,1.2097881543033318,22.25804108300008
10,0.1633083525508758,0.96218384467506,0.9768183135323094,0.0001,1.2036271778294085,22.69940670799997
11,0.1577357305974812,0.9628516364660662,0.9760110940928095,0.0001,1.1786297180541294,23.96331787500003
12,0.15871913191873277,0.9601521806907958,0.9770114942528737,0.0001,1.2260472980918586,26.787314666000384
13,0.14977544521485323,0.9646025209365818,0.9779429012984504,0.0001,1.1596751334834192,32.15128483300032
14,0.1516950429645494,0.961894939709145,0.9777014253977454,0.0001,1.1678801082683445,43.91683841699978
15,0.15358163816455736,0.9579366407334335,0.97805329028163,0.0001,1.2547043786902372,33.79090754100025
16,0.15031323212304004,0.960036016819084,0.9777221233320915,0.0001,1.201196696275867,36.234348625000166
17,0.14466816701487809,0.9642389821878052,0.9779566999213478,0.0001,1.1540012530083785,35.37480620800034
18,0.13723075705859447,0.9678539055738195,0.9776600295290531,1e-05,1.1077097813790875,31.877089999999953
19,0.142878194654846,0.9631318140944696,0.9775289426115273,1e-05,1.2045928441017055,31.61583920800058
20,0.13808887035872222,0.9668935975048241,0.9787708186722965,1e-05,1.0740352770465822,33.29837941699952
21,0.1442982105371553,0.9630063209999001,0.9784327524113093,1e-05,1.1828447746163677,39.68891599999915
22,0.14163806622826172,0.9650300100033344,0.9771908763505401,1e-05,1.1821796325278189,23.734617625000283
23,0.13798245067204482,0.9679432855476495,0.9781084847732197,1.0000000000000002e-06,1.0525235039714709,24.034062916999574
24,0.1407185579407308,0.9649606427172476,0.9782533703136427,1.0000000000000002e-06,1.146767730726806,22.988800791999893
25,0.13880217910276776,0.9663777817635962,0.9781705785762581,1.0000000000000002e-06,1.079250899328332,27.838023082999825
