epoch,train_loss,train_auc,val_auc,lr_head,gradient_norm,epoch_seconds
1,0.34728564687276164,0.7220848586111135,0.9318417021981206,0.0001,1.8308168232209023,30.007337374999224
2,0.29045771914697344,0.9074688554427891,0.9632059720439899,0.0001,1.6806307875692612,36.12551566699949
3,0.25334189559699033,0.9375811792859954,0.9691807757585793,0.0001,1.543501221020398,49.31514862499989
4,0.22964570656824668,0.9433505512667881,0.9721819762387713,0.0001,1.458758334705338,32.04286412500005
5,0.21427172857267848,0.9446828244793993,0.9737343213147327,0.0001,1.468915787652309,28.875750791999963
6,0.1983369557542096,0.9520839076322674,0.9737688178719763,0.0001,1.3769235584290576,30.88885233400015
7,0.19061557290503023,0.9505542160262807,0.9739688979039893,0.0001,1.3756998655629065,27.44818475000011
8,0.17967819436978738,0.9563584973571214,0.9748106139007328,0.0001,1.2443467878414036,28.890075250000336
9,0.17075484222823079,0.9600528696087626,0.9748796070152199,0.0001,1.260887826231203,31.962982417000603
10,0.16736728277651716,0.9592454404175639,0.9748589090808738,0.0001,1.2519523362241367,30.1576501669997
11,0.16602348095596067,0.9567349766408296,0.9751486801617198,0.0001,1.2511243011932893,31.482946916999936
12,0.16295791666679346,0.9547421342613603,0.9764388514026299,0.0001,1.2572159485362384,30.772853832999317
13,0.16003825753231457,0.9579140700329712,0.9761076844530916,0.0001,1.2488525168904998,31.354570458000126
14,0.15200124944810273,0.9632290185777932,0.9761835768790276,0.0001,1.2555545690226648,31.257959750000737
15,0.14869344830223094,0.9636319808167102,0.9767700183521685,0.0001,1.1489843814289524,30.665457542000695
16,0.14721306416311153,0.9628278619949129,0.9763146637965531,0.0001,1.08635562611925,29.90909074999945
17,0.14902484622794832,0.9611531160206229,0.9772115742848864,0.0001,1.1884407230620255,28.00896529200054
18,0.14118091160511229,0.9657379776411632,0.97697699769563,0.0001,1.113829207269598,24.97036245900017
19,0.13831817651537143,0.9669947142428944,0.9774392515626941,0.0001,1.1108754396670524,25.075913583999863
20,0.14338177085966453,0.9628582572048684,0.97697699769563,0.0001,1.2044306543550602,24.755737749999753
21,0.13995831153909985,0.9648866108197317,0.9767148238605787,0.0001,1.162428311336829,24.627296167000168
22,0.13799443996080166,0.9659251639836626,0.9772391715306812,1e-05,1.1569317064976414,24.996912667000288
23,0.13362172644599865,0.9685984377463969,0.9776048350374633,1e-05,1.0668177400001755,24.64744524999969
24,0.1372641761885079,0.9657919968509359,0.977418553628348,1e-05,1.1692872010316366,27.454206250000425
25,0.13948652832424593,0.9631778583234122,0.9773081646451685,1e-05,1.1382124843184587,62.01679562499976
26,0.13928189464928112,0.9629145334846874,0.9778946061183095,1e-05,1.1360079865859176,39.905047541000386
27,0.13600348371012203,0.9661812661982392,0.9771494804818479,1e-05,1.0851792821856325,34.33758266699988
28,0.13561622092522072,0.9671015488917485,0.9772184735963351,1e-05,1.109290527346533,33.965324916999634
29,0.13563174078900528,0.9663828977890345,0.9773357618909633,1.0000000000000002e-06,1.0743734851653475,24.716029125000205
30,0.13380836851981828,0.9676585937791538,0.9775703384802197,1.0000000000000002e-06,1.073130517792145,24.597541625000304
