epoch,train_loss,train_auc,val_auc,lr_head,gradient_norm,epoch_seconds
1,0.25913796220192187,0.914314097478943,0.9799023057498861,0.0001,1.8978163613883439,26.68229175000033
2,0.14901688249948425,0.9656218137694516,0.9836417325550909,0.0001,1.5531047582626343,24.845892291000382
3,0.11589239484808092,0.9753088574651237,0.9854079562859627,0.0001,1.4251486495543082,24.734561750000466
4,0.10369178367206094,0.978005303813666,0.9869603013619241,0.0001,1.377706663965715,25.196898791999956
5,0.1032357916765002,0.9770281429549923,0.9881538822425522,0.0001,1.4415643147341473,25.055451999999605
6,0.09116700761281099,0.9824059885184352,0.9893819596804239,0.0001,1.3704715001791832,24.817423583999698
7,0.09413860167887655,0.9810418153825041,0.9896579321383726,0.0001,1.44367169774344,24.841727750000246
8,0.08146863312239429,0.9859050489754106,0.9903202660374495,0.0001,1.3121624176720237,24.88928599999963
9,0.07847056846253951,0.986600527492317,0.9908308150846546,0.0001,1.319895845471885,24.865418749999662
10,0.07476801432285038,0.9880461056212478,0.991182679968539,0.0001,1.3427655245195567,25.278790250000384
11,0.07778236437371501,0.9869857341135373,0.9918312152447186,0.0001,1.395497899024171,24.835241208000298
12,0.07593788401901375,0.9876038703635267,0.992383160160616,0.0001,1.4004798795926432,24.91975504200036
13,0.07080962463800256,0.9892876446180016,0.9929213064536159,0.0001,1.4142322486360712,24.87514095900042
14,0.06440983245018797,0.9911634202977406,0.9927626222902954,0.0001,1.3614189156298508,24.941081916999792
15,0.06365097860410694,0.9912970388444764,0.9929282057650646,0.0001,1.4000828571704576,24.850451166999846
16,0.05887353671479115,0.9924800444913647,0.9930868899283851,0.0001,1.3606760235727993,24.66276283299976
17,0.06291687497977849,0.9917153491597079,0.9934180568779236,0.0001,1.474020537496309,24.732381583999995
18,0.05807124565859191,0.9929043736600527,0.9936319355328338,0.0001,1.4047160286035982,24.604126874999565
19,0.05620594305468266,0.9931400117728774,0.9942528735632183,0.0001,1.3862587257002115,24.578986166000504
20,0.0654065855425431,0.9906870280466533,0.993873411433539,0.0001,1.5325277644836486,24.651410874999783
21,0.05503302980721693,0.9934144714904967,0.994094189399898,0.0001,1.4263463720302405,24.77225612500024
22,0.054382967320542625,0.9935164910565857,0.9946944294959362,0.0001,1.4184342470556381,24.649567208999542
23,0.05252161763014149,0.9942264148217879,0.994556443266962,0.0001,1.43002776349333,24.869137416999365
24,0.0557117266507986,0.9932378181415467,0.9946944294959363,0.0001,1.4879340712082525,25.630359957999644
25,0.05131306809260861,0.9945267556092704,0.9941010887113466,1e-05,1.4505705922436158,25.428522874999544
26,0.05122512525422245,0.9944337643233665,0.9942666721861158,1e-05,1.4776508773927095,25.79355733400007
27,0.04775744787297766,0.9951758889545613,0.9941700818258338,1e-05,1.3986443075920358,25.33030995900026
28,0.05054573583731913,0.9943534126297213,0.9944667522181285,1.0000000000000002e-06,1.4303062308855095,24.974986542000806
29,0.04583384034473898,0.995623390709057,0.9943011687433594,1.0000000000000002e-06,1.3966586428190715,24.468127832999926
